Name,Title,URL,Views,Likes,Comment_Count,Downloadable_Link
Mumbiker Nikhil,GOT MY INTERNATIONAL DRIVERS PERMIT AND MADE MY WISH COME TRUE,https://www.youtube.com/watch?v=kc2OGRlMCtU,41K,"7,313",243,https://drive.google.com/file/d/1xhjv9wtonnfaYBmrowvwkTsWbscTEZnJ/view?usp=sharing
Mumbiker Nikhil,LIFE MAI FIRST TIME CHAI BANAYI  PASS YEH FAIL ,https://www.youtube.com/watch?v=BhbgBExs0bE,233K,"23,315",553,https://drive.google.com/file/d/10IKRqdaMeNijrE1D4P7Uq1w3zpmvKyra/view?usp=sharing
Mumbiker Nikhil,ITS TIME TO TAKE REELSSHORTS SERIOUSLY ,https://www.youtube.com/watch?v=acDzE3Xmg3E,245K,"24,604",263,https://drive.google.com/file/d/1Vu11Caii4w1HLTgwvoEcO3hp2adRLuc3/view?usp=sharing
Mumbiker Nikhil,GOT A SPECIAL GIFT FOR SHANICE AND SKY AND THEY LOVED IT,https://www.youtube.com/watch?v=UbZ2nfGrKkI,317K,"32,256",851,https://drive.google.com/file/d/1XxTMPEDKOraVkFCDtLZOTkVqq6qlKvNA/view?usp=sharing
Mumbiker Nikhil,ACHANAK HIGHWAY PE NOTICE KIYA KI SOMETHING WAS MISSING ON THE BIKE,https://www.youtube.com/watch?v=TSp6oXJvBr4,343K,"31,913",546,https://drive.google.com/file/d/1QfUed4sYaaLoPtJZIZ0_LgKE7D1eXYGs/view?usp=sharing
Mumbiker Nikhil,PURANE DOSTO NE KI KUCH CONTROVERSiAL BATHEY,https://www.youtube.com/watch?v=1rrlkfSvBLk,356K,"35,201",621,https://drive.google.com/file/d/1hdCxAybTbFkykOVpv02ojnvCv0kOsoWI/view?usp=sharing
Mumbiker Nikhil,SOLO RIDE AFTER A LONG TIME AND GOOGLE MAP NE BATKA DIYA,https://www.youtube.com/watch?v=xFeX9OdScDc,472K,"40,012",859,https://drive.google.com/file/d/1BlVh1jS0LivhsVB4y21CjPFTmV5Hd0Hv/view?usp=sharing
Mumbiker Nikhil,ITS ALWAYS HARD TO SAY GOOD BYE BEFORE A TRIP,https://www.youtube.com/watch?v=xkmcJzQou4w,305K,"32,592",680,https://drive.google.com/file/d/1VvjNwhs0Gk6nrsbm12NQHQs-yIC4I6c-/view?usp=sharing
Mumbiker Nikhil,SHANICE NE BOLA BIKE LEKE CHALEJAA AUR BUS BAN GAYA PLAN,https://www.youtube.com/watch?v=Izi9gL3oKT8,358K,"30,953",401,https://drive.google.com/file/d/1TmcLx6KS6TRqwX9NMlMmEQeWhoV0Oa9b/view?usp=sharing
Mumbiker Nikhil,YEH SAB PACK KARNA PADEGA  Jo nahi socha tha woh leliya,https://www.youtube.com/watch?v=cZKA-VdYYFg,300K,"26,681",529,https://drive.google.com/file/d/1rH7aFaNO_XT0VuVTEsozoytA49PF1yfV/view?usp=sharing
Mumbiker Nikhil,SAB KUCH CANCEL HO RAHA HAI  KUCH ACCHA HONE KE PEHELE THODA BURA CHALTA HAI,https://www.youtube.com/watch?v=IckjWJYzr5M,272K,"27,842",517,https://drive.google.com/file/d/1BBbc3fLOqSpx2nmZglqU1vu6DNez6lS_/view?usp=sharing
Mumbiker Nikhil,SAB KAAM AKELE KARNA PADTA HAI,https://www.youtube.com/watch?v=V6ijzgO1a5Q,290K,"28,812",617,https://drive.google.com/file/d/1VPxSChmjIk-CGpr5qjAq0XKL2zHWc-CB/view?usp=sharing
Mumbiker Nikhil,GHAR THO  READY HAI BUT EK PROBLEM HAI,https://www.youtube.com/watch?v=DCYOple2fMU,315K,"28,338",455,https://drive.google.com/file/d/1Ij8DhTfQSKYjKeGvcQvEG2rGjxdM3RAg/view?usp=sharing
Mumbiker Nikhil,ABB HUM KARE THO KYA KARE   FRUSTRATED,https://www.youtube.com/watch?v=tdxQLs_d3_w,279K,"27,402",468,https://drive.google.com/file/d/105xGFvQHiNy5YVAZP1aW3rbjnMiS3BgQ/view?usp=sharing
Mumbiker Nikhil,SKYU AND THE ROBO VACUUME CLEANER,https://www.youtube.com/watch?v=o8wYBSEeofs,398K,"36,655",581,https://drive.google.com/file/d/19-uZ9DYvlh5qdkvB3SU9sifft9yb9RAp/view?usp=sharing
Mumbiker Nikhil,THIS COULD HAVE BEEN SERIOUS  FAINTED IN MY PARKING WHILE RIDING SCOOTER,https://www.youtube.com/watch?v=bEa-ZqimaaU,432K,"34,090",689,https://drive.google.com/file/d/1_EMby75qfYjTmsGMUEtuwEampmhRaWj0/view?usp=sharing
Mumbiker Nikhil,AND FINALLY IT WORKED,https://www.youtube.com/watch?v=sFaJ-OYOru8,341K,"35,144",979,https://drive.google.com/file/d/15Q6ZUMPMKSbKYxArGxuJM0hBC4jbhK7l/view?usp=sharing
Mumbiker Nikhil,LATE NIGHT RUSHED TO THE HOSPITAL  PURI FAMILY NE DIN BANA DIYA,https://www.youtube.com/watch?v=MsVUCs7GedI,574K,"40,582",858,https://drive.google.com/file/d/1G8_padCPpW7vS8FPs7_8raB4hv8B-evV/view?usp=sharing
Mumbiker Nikhil,FULL CENTER OF ATTRACTION  Sahi time pe kar liya sab kaam,https://www.youtube.com/watch?v=k2Yailghh2c,364K,"34,764",466,https://drive.google.com/file/d/1yASelaOTcsqCGj-AzbukDdWLqufXmmph/view?usp=sharing
Mumbiker Nikhil,FINALLY MY PASSPORT CAME BUT THERE IS A BIG CHANGE,https://www.youtube.com/watch?v=ed22sgviVZs,266K,"31,214",558,https://drive.google.com/file/d/1zXm4qTeIb7enbLsXUsdM6PeN5QzIKVWX/view?usp=sharing
Mumbiker Nikhil,WENT TO WATCH LAL SINGH CHADDA BUT  MOVIE THEATRE ARE NOT THE SAME,https://www.youtube.com/watch?v=AnNddaZVrLs,349K,"29,343",1.7K,https://drive.google.com/file/d/1Oy8FxD3itLcETupyJ99Ra96WGIYnYPtg/view?usp=sharing
Mumbiker Nikhil,THIS IS THE HOTEL I GAVE MY QATAR AIRWAYS INTERVIEW  A RECORD WITHIN MUMBAI,https://www.youtube.com/watch?v=He_wtXoPChk,344K,"31,397",557,https://drive.google.com/file/d/1mVTwGWo4oYj8y5XD3yTcWfMIUchWftzH/view?usp=sharing
Mumbiker Nikhil,I WENT TO DELIVER AGAIN and got something very special,https://www.youtube.com/watch?v=uid6o3rBBiY,308K,"31,058",340,https://drive.google.com/file/d/1uURuChH10yIJiR2KueCG8wTL9Dq5sHaM/view?usp=sharing
Mumbiker Nikhil,MOM KO DIYA SURPRISE  SHANICE MAKING SOMETHING SPECIAL,https://www.youtube.com/watch?v=4Tx0lPVW-5s,381K,"32,685",497,https://drive.google.com/file/d/1z24jY9HuouzMcfd0uP0oA83daKHGDwfh/view?usp=sharing
Mumbiker Nikhil,SPEED CAMERA NAHI DHEKA  TAGDA FINE LAGEGA AGAR PHOTO NIKLI THO,https://www.youtube.com/watch?v=TFPYOHt9nu0,421K,"32,017",354,https://drive.google.com/file/d/1M2Mb1dsac7HI2qgp2JJUu0rk7ZKnXFoQ/view?usp=sharing
Mumbiker Nikhil,SHANICE FINALLY MET RANBIR KAPOOR  Her childhood love ,https://www.youtube.com/watch?v=LqFBrlrQB0s,443K,"41,322",484,https://drive.google.com/file/d/1rfO6Q0lbdKk3-MPmJ2G-WEl5hbritx9Q/view?usp=sharing
Mumbiker Nikhil,SKYUS EAR PIERCING DAY  SHE IS STRONGER THAN I IMAGINED,https://www.youtube.com/watch?v=0ieXsaG95cU,645K,"45,880",967,https://drive.google.com/file/d/12dtfpkkLPP8vAom-KyCaU7UgmCtn7Xz2/view?usp=sharing
Mumbiker Nikhil,I THINK ABB ISKE SATH TRAVEL KARNA ASAAN HOGA,https://www.youtube.com/watch?v=I9wfJU1yCDw,323K,"29,182",416,https://drive.google.com/file/d/191fqQWyF2tU_I-NBysF76fYohmJTHvgh/view?usp=sharing
Mumbiker Nikhil,SHADI KE BAAD ISKE APNE MAZE HAI ,https://www.youtube.com/watch?v=ji_INGIsdFM,281K,"28,502",466,https://drive.google.com/file/d/1vt0pA_RyZ4O0aeUjPv80JWZojhfC1wce/view?usp=sharing
Mumbiker Nikhil,GOING TO BE HOME ALONE  SHANICE GOING TO LIVE WITH HER PARENTS,https://www.youtube.com/watch?v=bi2AGsb08xU,395K,"33,175",419,https://drive.google.com/file/d/1GvTOuYHDsbutItXx68bhcynww5loqVfe/view?usp=sharing
Mumbiker Nikhil,NEW PHASE OF SKY  GIVING ANGRY FACIAL EXPRESSION,https://www.youtube.com/watch?v=HxLrRaE97Cw,351K,"35,910",703,https://drive.google.com/file/d/1mNowNawP0LInI_vTW3LIz6OVwQZAjfVO/view?usp=sharing
Mumbiker Nikhil,LOGO NE HAMARE JOKE KO SERIOURSLY LELIYA,https://www.youtube.com/watch?v=l7_C1hPJzHA,343K,"33,670",585,https://drive.google.com/file/d/1PQyzkp_I3ph1A_p_cNXwuaD3kKth9U_E/view?usp=sharing
Mumbiker Nikhil,SABKO NEWS DEKE SHOCK KARDIYA  SHANICE KE BIRTHDAY PAR  2022,https://www.youtube.com/watch?v=7dM47vkq_Hg,615K,"46,989",570,https://drive.google.com/file/d/1fVEz5vnDahaAXk_R31d3VF6d5_kYy7yM/view?usp=sharing
Mumbiker Nikhil,PLAN FAIL NA HOJAYE BUSS ,https://www.youtube.com/watch?v=3fSRlBQFEuA,291K,"30,587",455,https://drive.google.com/file/d/1YsGOMO56lG3QeJKM7KSfZFIPiRMRNjqR/view?usp=sharing
Mumbiker Nikhil,NAZAR HATI AND SKYU BED SE GIR GAYI,https://www.youtube.com/watch?v=pjJxA6kdTeU,356K,"33,050",471,https://drive.google.com/file/d/14hZLlRhGIw6pu5fze28TVT-w1NEkwmK4/view?usp=sharing
Mumbiker Nikhil,HOUSE LOOKS SO DIFFERENT WITH THESE SMALL CHANGE,https://www.youtube.com/watch?v=nm5nT6cBtn4,369K,"32,161",646,https://drive.google.com/file/d/1K3-4VIbcT6FXi_mnhK_WstUFmqV8fjIg/view?usp=sharing
Mumbiker Nikhil,DELIVERY BOY BANKAR SURPRISE DIYA APNE SUBSCRIBER KO,https://www.youtube.com/watch?v=VzWEi3mtXRw,564K,"44,405",879,https://drive.google.com/file/d/11lqz1wy6NeKCaGBU2Q8drRsPw-eFFWNK/view?usp=sharing
Mumbiker Nikhil,TRAFFIC MAI CAR MAI MASTI CHALU HAI,https://www.youtube.com/watch?v=b72-gGcSsKA,301K,"30,988",510,https://drive.google.com/file/d/1DKOE5hKWySPpkDacLkSY_MzBPLKQ2M-t/view?usp=sharing
Mumbiker Nikhil,SHANICE NE THO KAMAL KARDIYA,https://www.youtube.com/watch?v=RCLzXyvb3Gg,318K,"31,458",396,https://drive.google.com/file/d/1MeFx-LE3BHRR8ZImCb1cqijCGTDITrbB/view?usp=sharing
Mumbiker Nikhil,SAB KO REACTION CHAHIYE THA  SHE GOT VERY ANGRY,https://www.youtube.com/watch?v=kRZE30WQXCY,400K,"36,286",401,https://drive.google.com/file/d/1O5GinU3uJgXDksk4WE_y98eiuHymz3cH/view?usp=sharing
